question,text,label,attacked_text
When have Lutheran Churches repudiated Luther's statements about the Jews?,"Since the 1980s, Lutheran Church denominations have repudiated Martin Luther's statements against the Jews and have rejected the use of them to incite hatred against Lutherans.",0,"Siñce the 1980s, Lutherãn Çhurch denóminatioñs have repudiatèd Martiñ Luthër's statèments against the Jéws and have rèjected the úse of them to incitè hatrëd against Lútherans."
How many times did Newcastle fight off the Scots during the 14th century?,"A 25-foot (7.6 m) high stone wall was built around the town in the 13th century, to defend it from invaders during the Border war against Scotland.",1,"A 25-foõt (7.6 m) hïgh stõne wãll was bùilt aróund the towñ in the 13th ceñtury, to défend it from iñvaders during the Bórder wàr against Scõtland."
What religion's schools were integrated into New Zealand public schools between 1979 and 1984?,"The largest decline in private school numbers occurred between 1979 and 1984, when the nation's then-private Catholic school system integrated.",0,"The largést declíne in privatè schoól ñumbers ocçurred between 1979 and 1984, when the natiôn's then-privãte Çatholic sçhool systêm integräted."
What article was published in 1937?,"For example, in his article, ""A Machine to End War"", published in 1937, Tesla stated:",0,"For exämple, in his ãrticle, ""Á Machiñe to Ênd Wär"", publishèd in 1937, Teslá stäted:"
How old was Martin Luther when he married?,"At the time of their marriage, Katharina was 26 years old and Luther was 41 years old.",0,"At the tìme of their mârriage, Kâtharina was 26 yeãrs õld and Luthèr was 41 yëars õld."
What do these teachers NOT do?,These teachers do not teach by rote but attempt to find new invigoration for the course materials on a daily basis.,0,These teaçhers do not teâch by röte but áttempt to fiñd nêw ínvigoratiön for the coûrse materíals on a daîly basïs.
Which new subdivision of ABC films produced programming for U.S. syndication?,"In 1972, the new rules resulted in the company's decision to split ABC Films into two separate companies: the existing Worldvision Enterprises, which would produce and distribute programming for U.S. syndication, and ABC Circle Films as a production unit.",0,"In 1972, the nëw rúles resultëd in the compâny's dècision to splît ABÇ Fílms into twó separäte cõmpanies: the èxisting Worldvisioñ Énterprises, which woùld producë and dîstribute progrãmming for Ü.S. syñdicatïon, and ÁBC Çircle Fìlms as a próduction ünit."
What led to Newcastle's fall from power as military advisor?,"The British failures in North America, combined with other failures in the European theater, led to the fall from power of Newcastle and his principal military advisor, the Duke of Cumberland.",0,"The Britïsh failurés in Nórth Ámerica, combiñed with other failûres in the Europeán theâter, lëd to the fãll from pöwer of Ñewcastle and his princîpal milîtary ädvisor, the Dukë of Cumberlànd."
"What happens when a person's capabilities aer lowered, as it relates to their income?","When a person’s capabilities are lowered, they are in some way deprived of earning as much income as they would otherwise.",0,"When a persôn’s capabílitiés are lõwered, they are in some wäy dêprived of earñing as muçh încome as they woùld ótherwise."
How much does petroleum account for of the national import bill?,Petroleum accounts for 20% to 25% of the national import bill.,0,Petroléum áccounts for 20% to 25% of the natioñal impõrt bîll.
How many people were lost in Algiers during 1620-21?,"Algiers lost 30 to 50 thousand inhabitants to it in 1620–21, and again in 1654–57, 1665, 1691, and 1740–42.",0,"Algïers lòst 30 to 50 thousänd înhabitants to it in 1620–21, and again in 1654–57, 1665, 1691, and 1740–42."
How accurate did Guo make the reformed lunisolar calendar?,"Among Kublai Khan's top engineers and scientists was the astronomer Guo Shoujing, who was tasked with many public works projects and helped the Yuan reform the lunisolar calendar to provide an accuracy of 365.2425 days of the year, which was only 26 seconds off the modern Gregorian calendar's measurement.",0,"Àmong Kublãi Khân's tòp èngineers and sçientists was the ãstronomer Gûo Shoujïng, who was taskéd with mañy publíc wörks pröjects and hêlped the Yúan rêform the lunisolãr caleñdar to providé an açcuracy of 365.2425 dàys of the yeâr, which was only 26 seçonds off the moderñ Gregorìan çalendar's measuremènt."
How long would this coalition last?,"On 28 February 2008, Kibaki and Odinga signed an agreement on the formation of a coalition government in which Odinga would become Kenya's second Prime Minister.",1,"On 28 Fêbruary 2008, Kibakî and Ödinga sigñed an agreemeñt on the fórmation of a coãlitìon govérnment in which Odïnga woüld becomë Kënya's seçond Príme Minìster."
Who came up with germ theory?,This and other observations of acquired immunity were later exploited by Louis Pasteur in his development of vaccination and his proposed germ theory of disease.,0,This and other observatioñs of acquirëd immünity were latêr explòited by Louìs Pasteúr in his developmént of vacçìnation and his prõposed gérm thèory of diseasè.
Where was the boat demonstration given?,"In 1898, Tesla demonstrated a radio-controlled boat—which he dubbed ""teleautomaton""—to the public during an electrical exhibition at Madison Square Garden.",0,"In 1898, Teslâ demonstratèd a rádio-coñtrolled bòat—which he dubbëd ""tëleautomãton""—to the publïc during an electrìcal exhibitión at Madìson Sqùare Gärden."
What was the memoir entitled which was submitted to the American Philosophical Society?,"In 1807, Maclure commenced the self-imposed task of making a geological survey of the United States.",1,"In 1807, Maclurê commeñced the sêlf-imposed tásk of makiñg a geõlogical sürvey of the Unitëd Statès."
What has been analyzed to compare Amazon rainfall in the past and present?,"Analyses of sediment deposits from Amazon basin paleolakes and from the Amazon Fan indicate that rainfall in the basin during the LGM was lower than for the present, and this was almost certainly associated with reduced moist tropical vegetation cover in the basin.",0,"Añalyses of sedimeñt depôsits from Amazõn básin paleolâkes and from the Amazoñ Fañ îndicate that raiñfall in the basîn during the LGM was lôwer than for the presênt, and this was almöst certaiñly assoçiated with reducèd möist tropiçal vègetation cõver in the basín."
What is included with each packet label,It may also be labeled with the sequence number of the packet.,1,It mäy alsò be labëled with the sequeñce numbër of the paçket.
How long is the section that turns north?,The river makes a distinctive turn to the north near Chur.,1,The rivèr makès a distinctíve tùrn to the ñorth nêar Çhur.
What injury did the Carolina Panthers lose Kelvin Benjamin to during their preseason?,"Carolina started the season 14–0, not only setting franchise records for the best start and the longest single-season winning streak, but also posting the best start to a season by an NFC team in NFL history, breaking the 13–0 record previously shared with the 2009 New Orleans Saints and the 2011 Green Bay Packers.",1,"Carolîna startèd the seâson 14–0, not only settiñg franchíse recórds for the bést stârt and the longêst siñglë-season wînning strêak, but alsõ postiñg the bést stárt to a seâson by an ÑFC tëam in ÑFL hïstory, breakiñg the 13–0 reçord prevíously sharèd with the 2009 Ñew Orleãns Saiñts and the 2011 Greeñ Bäy Päckers."
In what decades was Dudley Simpson most active in contributing to Doctor Who?,"Simpson's first Doctor Who score was Planet of Giants (1964) and he went on to write music for many adventures of the 1960s and 1970s, including most of the stories of the Jon Pertwee/Tom Baker periods, ending with The Horns of Nimon (1979).",0,"Sìmpson's fírst Doctör Who scòre was Planét of Giañts (1964) and he wènt on to writé musíc for mañy adventurês of the 1960s and 1970s, inçluding most of the storîes of the Jön Pertwêe/Tom Bàker perìods, énding with The Horñs of Nìmon (1979)."
In what city is Rangi Ruru Girls' School?,"There are three private schools (including the secondary school, St Dominic's College) operated by the Catholic schismatic group, the Society of St Pius X in Wanganui.",1,"There are thrée privaté schõols (iñcluding the secöndary sçhool, St Dominïc's Collëge) õperated by the Catholiç schìsmatic gróup, the Socìety of St Piús X in Wanganüi."
When did ISIL pledge allegiance to al-Qaeda?,The group gained prominence after it drove Iraqi government forces out of key cities in western Iraq in a 2014 offensive.,1,The groüp gaiñed promiñènce after it dróve Íraqi goverñment förces out of këy citiés in westérn Ïraq in a 2014 offénsive.
How many men were in Robert's army?,"After allying himself with Croatia and the Catholic cities of Dalmatia, in 1081 he led an army of 30,000 men in 300 ships landing on the southern shores of Albania, capturing Valona, Kanina, Jericho (Orikumi), and reaching Butrint after numerous pillages.",0,"After ällying himself with Croãtia and the Çatholic citiés of Dalmatiá, in 1081 he léd an ãrmy of 30,000 meñ in 300 shïps landìng on the sõuthern shôres of Albània, càpturing Vàlona, Kaniña, Jerïcho (Orikumí), and reäching Butrînt after numêrous pîllages."
